"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1061546|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gastrophryne carolinensis|Eastern Narrow-Mouthed Toad|Animalia|Chordata|Vertebrata||Amphibia|Anura|Microhylidae|Gastrophryne|carolinensis||Amphibians|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|FERTILIZATION THROUGH 4 DPH|Renewal|Fresh water|Lab|NR|Total||50||NR||NR|ug/L|||||||||||||||||Total||0.05||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||7||NR||NR|Day(s)|Not reported|NR|8429|Concurrent control|Not coded|||LC1, MEAN TOXICITY INDEX, PHENOL| NR|||||||NR|||||||SAT||||7.0||7.8|||||||NR|   NR|Birge,W.J., J.A. Black, and A.G. Westerman|4943|Evaluation of Aquatic Pollutants Using Fish and Amphibian Eggs as Bioassay Organisms|In: S.W.Nielsen, G.Migaki, and D.G.Scarpelli (Eds.), Symp.Animals Monitors Environ.Pollut.1977, Storrs, CT12:108-118|1979|
1031402|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gammarus sp.|Scud, Amphipod|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|sp.||Crustaceans|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||15200||NR||NR|ug/L|||||||||||||||||Total||15.2||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|45625|Insufficient|Not coded|||| ||17|||||C||6.2|||||mg/L||7.6|||||||||||NR|   |Rehwoldt,R., L. Lasko, C. Shaw, and E. Wirhowski|2020|The Acute Toxicity of Some Heavy Metal Ions Toward Benthic Organisms|Bull. Environ. Contam. Toxicol.10(5): 291-294|1973|
1031403|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gammarus sp.|Scud, Amphipod|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|sp.||Crustaceans|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||13000||NR||NR|ug/L|||||||||||||||||Total||13||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|45625|Insufficient|Not coded|||| ||17|||||C||6.2|||||mg/L||7.6|||||||||||NR|   |Rehwoldt,R., L. Lasko, C. Shaw, and E. Wirhowski|2020|The Acute Toxicity of Some Heavy Metal Ions Toward Benthic Organisms|Bull. Environ. Contam. Toxicol.10(5): 291-294|1973|
1167166|7440020|Nickel|Not reported|Measured|Not coded||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Flow-through|Fresh water|Lab|NR|Total||780||NR||NR|ug/L|||||||||||||||||Total||0.78||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||10||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Not coded|||| ||||21||24|C|||||||NR|||||||||||||NR|   |Phipps,G.L., V.R. Mattson, and G.T. Ankley|14907|Relative Sensitivity of Three Freshwater Benthic Macroinvertebrates to Ten Contaminants|Arch. Environ. Contam. Toxicol.28(3): 281-286|1995|
1243658|7440020|Nickel|Not reported|Measured|Not coded||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Young||NR||1||11|Day(s)|Laboratory||NC||NC||NC|NC|Not reported|NR|Static|Fresh water|Lab|NR|Total||75||55||101|ug/L|||||||||||||||||Total||0.075||0.055||0.101|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||7||NR||NR|Day(s)|Not reported|NR|294128|Multiple types of controls were reported by the author|Not coded||2 REPLICATES, SOFT WATER|HARDNESS EFCTS| CONTR/C,V//TESTID/29//MSMT/NR//DOSES/NR//SOURCE/LAB//WTINT/NR//DNUM/NR//SEX/NR//TMETH/NR//STYPE/ACUTE//ETIME/7 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/1.4* MG/L//CL/2.5* MG/L//DIC/NR//CA/5.6* MG/L//POT/0.15* MG/L//MG/0.90* MG/L//SO4/3.4* MG/L//SULF/NR//||||24||25|C|||||||NR||7.39||6.44||8.52||66||35||235|uS/cm2|   CONTR/C,V//TESTID/29//MSMT/NR//DOSES/NR//SOURCE/LAB//WTINT/NR//DNUM/NR//SEX/NR//TMETH/NR//STYPE/ACUTE//ETIME/7 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/1.4* MG/L//CL/2.5* MG/L//DIC/NR//CA/5.6* MG/L//POT/0.15* MG/L//MG/0.90* MG/L//SO4/3.4* MG/L//SULF/NR//|Borgmann,U., Y. Couillard, P. Doyle, and D.G. Dixon|80935|Toxicity of Sixty-Three Metals and Metalloids to Hyalella azteca at Two Levels of Water Hardness|Environ. Toxicol. Chem.24(3): 641-652|2005|
1243659|7440020|Nickel|Not reported|Measured|Not coded||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Young||NR||1||11|Day(s)|Laboratory||NC||NC||NC|NC|Not reported|NR|Static|Fresh water|Lab|NR|Total||133||119||147|ug/L|||||||||||||||||Total||0.133||0.119||0.147|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||7||NR||NR|Day(s)|Not reported|NR|294128|Multiple types of controls were reported by the author|Not coded||2 REPLICATES, TAP (LAKE ONTARIO) WATER|HARDNESS EFCTS| CONTR/C,V//TESTID/30//MSMT/NR//DOSES/NR//SOURCE/LAB//WTINT/NR//DNUM/NR//SEX/NR//TMETH/NR//STYPE/ACUTE//ETIME/7 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/13* MG/L//CL/25* MG/L//DIC/NR//CA/35* MG/L//POT/1.6* MG/L//MG/8.7* MG/L//SO4/32* MG/L//SULF/NR//||||24||25|C|||||||NR||8.21||7.23||8.83||345||288||958|uS/cm2|   CONTR/C,V//TESTID/30//MSMT/NR//DOSES/NR//SOURCE/LAB//WTINT/NR//DNUM/NR//SEX/NR//TMETH/NR//STYPE/ACUTE//ETIME/7 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/13* MG/L//CL/25* MG/L//DIC/NR//CA/35* MG/L//POT/1.6* MG/L//MG/8.7* MG/L//SO4/32* MG/L//SULF/NR//|Borgmann,U., Y. Couillard, P. Doyle, and D.G. Dixon|80935|Toxicity of Sixty-Three Metals and Metalloids to Hyalella azteca at Two Levels of Water Hardness|Environ. Toxicol. Chem.24(3): 641-652|2005|
1030654|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Anguilla rostrata|American Eel|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Anguilliformes|Anguillidae|Anguilla|rostrata||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||14.1||NR||NR|ppm|||||||||||||||||Total||14.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|7938|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030648|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Lepomis gibbosus|Pumpkinseed|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Lepomis|gibbosus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||16.4||NR||NR|ppm|||||||||||||||||Total||16.4||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|270329|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030649|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Lepomis gibbosus|Pumpkinseed|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Lepomis|gibbosus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||12.1||NR||NR|ppm|||||||||||||||||Total||12.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|270329|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030656|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Anguilla rostrata|American Eel|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Anguilliformes|Anguillidae|Anguilla|rostrata||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||13.0||NR||NR|ppm|||||||||||||||||Total||13||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|7938|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030651|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Morone americana|White Perch|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Moronidae|Morone|americana||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||18.4||NR||NR|ppm|||||||||||||||||Total||18.4||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|46260|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030653|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Morone americana|White Perch|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Moronidae|Morone|americana||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||13.7||NR||NR|ppm|||||||||||||||||Total||13.7||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM//.//|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|46260|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030650|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Lepomis gibbosus|Pumpkinseed|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Lepomis|gibbosus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||8.0||NR||NR|ppm|||||||||||||||||Total||8||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|270329|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030655|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Anguilla rostrata|American Eel|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Anguilliformes|Anguillidae|Anguilla|rostrata||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||13.1||NR||NR|ppm|||||||||||||||||Total||13.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|7938|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1226922|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Heteropneustes fossilis|Indian Catfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Siluriformes|Heteropneustidae|Heteropneustes|fossilis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||47.5||NR||NR|ng/L|||||||||||||||||Total||0.0000475||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|93621|Not reported|Not coded|||| ||27*|||||C||7.0*|||||ppm||7.2*|||||||||||NR|   |Nanda,P., B.N. Panda, and M.K. Behera|52565|Nickel Induced Alterations in Protein Level of Some Tissues of Heteropneustes fossilis|J. Environ. Biol.21(2): 117-119|2000|
1030646|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Morone saxatilis|Striped Bass|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Moronidae|Morone|saxatilis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||8.5||NR||NR|ppm|||||||||||||||||Total||8.5||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|34816|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1030644|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Fundulus diaphanus|Banded Killifish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Cyprinodontidae|Fundulus|diaphanus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||46.1||NR||NR|ppm|||||||||||||||||Total||46.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|54267|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1207901|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis ssp. affinis|Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|FEMALE, 35 MM|Static|Fresh water|Lab|NR|Total||185000||NR||NR|ug/L|||||||||||||||||Total||185||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|33528|Concurrent control|Not coded|||FLC50, HARDNESS EFCT| |||||||NR||6.7|||||mg/L||7.3|||||||||||NR|   |Kallanagoudar,Y.P., and H.S. Patil|19028|Influence of Water Hardness on Copper, Zinc and Nickel Toxicity to Gambusia affinis (B&G)|J. Environ. Biol.18(4): 409-413|1997|
1207902|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis ssp. affinis|Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|FEMALE, 35 MM|Static|Fresh water|Lab|NR|Total||230000||NR||NR|ug/L|||||||||||||||||Total||230||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|33528|Concurrent control|Not coded|||FLC50, HARDNESS EFCT| |||||||NR||6.7|||||mg/L||7.3|||||||||||NR|   |Kallanagoudar,Y.P., and H.S. Patil|19028|Influence of Water Hardness on Copper, Zinc and Nickel Toxicity to Gambusia affinis (B&G)|J. Environ. Biol.18(4): 409-413|1997|
1030647|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Morone saxatilis|Striped Bass|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Moronidae|Morone|saxatilis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||6.3||NR||NR|ppm|||||||||||||||||Total||6.3||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|34816|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1207904|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis ssp. affinis|Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Fry||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|8 MM|Static|Fresh water|Lab|NR|Total||68000||NR||NR|ug/L|||||||||||||||||Total||68||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|33528|Concurrent control|Not coded|||FLC50, HARDNESS EFCT| |||||||NR||6.7|||||mg/L||7.3|||||||||||NR|   |Kallanagoudar,Y.P., and H.S. Patil|19028|Influence of Water Hardness on Copper, Zinc and Nickel Toxicity to Gambusia affinis (B&G)|J. Environ. Biol.18(4): 409-413|1997|
1180524|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Mystus vittatus|Striped Catfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Siluriformes|Bagridae|Mystus|vittatus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|80-100 MM, 6-10 G|Static|Fresh water|Lab|NR|Total||255000||NR||NR|ug/L|||||||||||||||||Total||255||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|T|337539|Insufficient|Not coded||TEST WATER PARAMETERS RPTD|LC1*, LC99* RPTD,MIXTURE| TAP WATER, DID NOT DETECT CL//CONTR/CARRIER// |||||||NR||6.4|||||mg/L||7.3|||||||||||NR|   TAP WATER, DID NOT DETECT CL//CONTR/CARRIER// |Verma,S.R., M. Jain, and R.C. Dalela|15793|A Laboratory Study to Assess Separate and In-Combination Effects of Zinc, Chromium and Nickel to the Fish Mystus vittatus|Acta Hydrochim. Hydrobiol.10(1): 23-29|1982|
1207905|7440020|Nickel|Not reported|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis ssp. affinis|Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Fry||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|8 MM|Static|Fresh water|Lab|NR|Total||100000||NR||NR|ug/L|||||||||||||||||Total||100||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|33528|Concurrent control|Not coded|||FLC50, HARDNESS EFCT| |||||||NR||6.7|||||mg/L||7.3|||||||||||NR|   |Kallanagoudar,Y.P., and H.S. Patil|19028|Influence of Water Hardness on Copper, Zinc and Nickel Toxicity to Gambusia affinis (B&G)|J. Environ. Biol.18(4): 409-413|1997|
