"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1030676|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Cyprinus carpio|Common Carp|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Cyprinus|carpio||Fish; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||0.21||NR||NR|ppm|||||||||||||||||Total||0.21||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|7962|Not reported|Not coded|||TOXICITY RATIOS| ||28|||||C||6.9|||||mg/L||8.0|||||||||||NR|   |Rehwoldt,R., L.W. Menapace, B. Nerrie, and D. Allessandrello|2002|The Effect of Increased Temperature upon the Acute Toxicity of Some Heavy Metal Ions|Bull. Environ. Contam. Toxicol.8(2): 91-96|1972|
1099238|7439976|Mercury|Not reported|Measured|Not coded||NR||NR||NR|Cyprinus carpio|Common Carp|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Cyprinus|carpio||Fish; Standard Test Species; U.S. Invasive Species|Juvenile||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|3.5 CM|Renewal|Fresh water|Lab|NR|Total||620||NR||NR|ug/L|||||||||||||||||Total||0.62||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50/|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|7962|Satisfactory|Not coded|||| ENDPT/SPEARMAN-KARBER// ||20|||||C||6.4|||||mg/L||7.1|||||||||||NR|   ENDPT/SPEARMAN-KARBER// |Alam,M.K., and O.E. Maughan|7085|The Effect of Malathion, Diazinon, and Various Concentrations of Zinc, Copper, Nickel, Lead, Iron, and Mercury on Fish|Biol. Trace Elem. Res.34(3): 225-236|1992|
1061582|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Oncorhynchus mykiss|Rainbow Trout|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Oncorhynchus|mykiss||Fish; Standard Test Species; U.S. Threatened and Endangered Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|FERTILIZATION THROUGH 4 DPH|Renewal|Fresh water|Lab|NR|Total||5||NR||NR|ug/L|||||||||||||||||Total||0.005||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||28||NR||NR|Day(s)|Not reported|NR|8022|Concurrent control|Not coded|||LC1, MEAN TOXICITY INDEX, PHENOL,MIXTURE| NR|||||||NR|||||||SAT||||7.0||7.8|||||||NR|   NR|Birge,W.J., J.A. Black, and A.G. Westerman|4943|Evaluation of Aquatic Pollutants Using Fish and Amphibian Eggs as Bioassay Organisms|In: S.W.Nielsen, G.Migaki, and D.G.Scarpelli (Eds.), Symp.Animals Monitors Environ.Pollut.1977, Storrs, CT12:108-118|1979|
2193711|7439976|Mercury|Not reported|Measured|Not reported||NR||NR||NR|Oncorhynchus mykiss|Rainbow Trout|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Oncorhynchus|mykiss||Fish; Standard Test Species; U.S. Threatened and Endangered Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Not reported||NR||NR||NR|NR|Not reported|NR|Not reported|Fresh water|Lab|6|Total||0.033||NR||NR|mg/L|||||||||||||||||Total||0.033||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|8022|Concurrent control|Not reported|0 mg/L / 0.037 mg/L / 0.050 mg/L / 0.067 mg/L / 0.089 mg/L / 0.118 mg/L|2 REPLICATES, LAKE SUPERIOR WATER USED|BACTERIA| |||||||NR|||||||NR||4.25|||||||||||NR|   |Call,D.J., L.T. Brooke, and N. Ahmad|120926|Toxicity, Bioconcentration, and Metabolism of Selected Chemicals in Aquatic Organisms|Fourth Quarterly Progress Report to EPA, Agreement No.CR 806864020, University of Wisconsin, Superior, WI:80 p.|1980|
1067722|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|LARVA-STATE L4|Static|Fresh water|Lab|NR|Formulation||880||640||1210|ug/L|||||||||||||||||Formulation||0.88||0.64||1.21|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|33397|Satisfactory|Not coded||SEDIMENT|| ||20|||||C|>|6|||||mg/L||||7||8.5|||||||NR|   |Hooftman,R.N., D.M.M. Adema, and J. Kauffman-Van Bommel|5356|Developing a Set of Test Methods for the Toxicological Analysis of the Pollution Degree of Waterbottoms|Rep.No.16105, Netherlands Organization for Applied Scientific Research:68 p.|1989|
1298766|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||6||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.11||NR||NR|ppm|||||||||||||||||Total||0.11||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/34//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/34//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1298075|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||6||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||1.2||NR||NR|ppm|||||||||||||||||Total||1.2||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|33397|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/97//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/97//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1067720|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|LARVA-STATE L4|Static|Fresh water|Lab|NR|Formulation||1280||920||1770|ug/L|||||||||||||||||Formulation||1.28||0.92||1.77|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|33397|Satisfactory|Not coded||SEDIMENT|| ||20|||||C|>|6|||||mg/L||||7||8.5|||||||NR|   |Hooftman,R.N., D.M.M. Adema, and J. Kauffman-Van Bommel|5356|Developing a Set of Test Methods for the Toxicological Analysis of the Pollution Degree of Waterbottoms|Rep.No.16105, Netherlands Organization for Applied Scientific Research:68 p.|1989|
1298019|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||9||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.10||NR||NR|ppm|||||||||||||||||Total||0.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/35//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/35//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1298783|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||9||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.4||NR||NR|ppm|||||||||||||||||Total||0.4||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|33397|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/98//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/98//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1067717|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|LARVA-STATE L3|Static|Fresh water|Lab|NR|Formulation||1360||970||1900|ug/L|||||||||||||||||Formulation||1.36||0.97||1.9|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Day(s)|Not reported|NR|33397|Satisfactory|Not coded||SEDIMENT|| ||20|||||C|>|6|||||mg/L||||7||8.5|||||||NR|   |Hooftman,R.N., D.M.M. Adema, and J. Kauffman-Van Bommel|5356|Developing a Set of Test Methods for the Toxicological Analysis of the Pollution Degree of Waterbottoms|Rep.No.16105, Netherlands Organization for Applied Scientific Research:68 p.|1989|
1298039|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||5||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.11||NR||NR|ppm|||||||||||||||||Total||0.11||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/33//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/33//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1298037|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||2||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.04||NR||NR|ppm|||||||||||||||||Total||0.04||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/30//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/30//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1298115|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||3||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|0.8 CM LENGTH|Static|Fresh water|Lab|6|Total||0.6||NR||NR|ppm|||||||||||||||||Total||0.6||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|33397|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/94//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/94//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1067714|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|LARVA-STATE L1|Static|Fresh water|Lab|NR|Formulation||3180||2290||4440|ug/L|||||||||||||||||Formulation||3.18||2.29||4.44|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|33397|Satisfactory|Not coded||SEDIMENT|| ||20|||||C|>|6|||||mg/L||||7||8.5|||||||NR|   |Hooftman,R.N., D.M.M. Adema, and J. Kauffman-Van Bommel|5356|Developing a Set of Test Methods for the Toxicological Analysis of the Pollution Degree of Waterbottoms|Rep.No.16105, Netherlands Organization for Applied Scientific Research:68 p.|1989|
1297976|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||3||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|0.8 CM LENGTH|Static|Fresh water|Lab|6|Total||0.06||NR||NR|ppm|||||||||||||||||Total||0.06||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/31//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/31//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1298074|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||1||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|6|Total||0.3||NR||NR|ppm|||||||||||||||||Total||0.3||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|33397|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/92//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/92//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1031419|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Trichoptera|Caddisfly Order|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|||||Insects/Spiders|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||1200||NR||NR|ug/L|||||||||||||||||Total||1.2||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|30263|Insufficient|Not coded|||| ||17|||||C||6.2|||||mg/L||7.6|||||||||||NR|   |Rehwoldt,R., L. Lasko, C. Shaw, and E. Wirhowski|2020|The Acute Toxicity of Some Heavy Metal Ions Toward Benthic Organisms|Bull. Environ. Contam. Toxicol.10(5): 291-294|1973|
1031421|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Zygoptera|Damselfly Suborder|Animalia|Arthropoda|Hexapoda||Insecta|Zygoptera|||||Insects/Spiders|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||1200||NR||NR|ug/L|||||||||||||||||Total||1.2||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|50488|Insufficient|Not coded|||| ||17|||||C||6.2|||||mg/L||7.6|||||||||||NR|   |Rehwoldt,R., L. Lasko, C. Shaw, and E. Wirhowski|2020|The Acute Toxicity of Some Heavy Metal Ions Toward Benthic Organisms|Bull. Environ. Contam. Toxicol.10(5): 291-294|1973|
1298782|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||4||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|0.8 CM LENGTH|Static|Fresh water|Lab|6|Total||0.9||NR||NR|ppm|||||||||||||||||Total||0.9||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|33397|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/95//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/95//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1297977|7439976|Mercury|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Culicoides furens|Little Gray Punkie|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Ceratopogonidae|Culicoides|furens||Insects/Spiders|Larva||4||NR||NR|Generation|Not reported||NC||NC||NC|NC|Not coded|0.8 CM LENGTH|Static|Fresh water|Lab|6|Total||0.10||NR||NR|ppm|||||||||||||||||Total||0.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|MERCURY|1381948|Concurrent control|Not coded||3 REPLICATES|| DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/32//OEF/GENERATION, PIGMENTATION EFCTS////||25|||||C|||||||NR|||||||||||||NR|   DNUM/6//DOSES/0.1/0.32/0.56/1/3.2 ppm//TESTID/32//OEF/GENERATION, PIGMENTATION EFCTS////|Vedamanikam,V.J., and N.A.M. Shazilli|111291|The Effect of Multi-Generational Exposure to Metals and Resultant Change in Median Lethal Toxicity Tests Values over Subsequent Generations|Bull. Environ. Contam. Toxicol.80(1): 63-67|2008|
1067721|7439976|Mercury|Not reported|Unmeasured|Not coded||NR||NR||NR|Chironomus plumosus|Midge|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Chironomus|plumosus||Insects/Spiders|Larva||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|LARVA-STATE L4|Static|Fresh water|Lab|NR|Formulation||880||630||1210|ug/L|||||||||||||||||Formulation||0.88||0.63||1.21|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Day(s)|Not reported|NR|33397|Satisfactory|Not coded||SEDIMENT|| ||20|||||C|>|6|||||mg/L||||7||8.5|||||||NR|   |Hooftman,R.N., D.M.M. Adema, and J. Kauffman-Van Bommel|5356|Developing a Set of Test Methods for the Toxicological Analysis of the Pollution Degree of Waterbottoms|Rep.No.16105, Netherlands Organization for Applied Scientific Research:68 p.|1989|
