"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1026676|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||32||NR||NR|mg/L|||||||||||||||||Total||32||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2.0833||NR||NR|Day(s)|Not reported|NR|35525|Not reported|Not coded|||MIXTURE| ||||21||25|C|||||||NR|||||||||||||NR|   |Dowden,B.F., and H.J. Bennett|915|Toxicity of Selected Chemicals to Certain Animals|J. Water Pollut. Control Fed.37(9): 1308-1316|1965|
1221573|1336216|Ammonium hydroxide|Not reported|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||NR/|>|0/|<|10/|mg/L|||||||||||||||||Total||NR|>|0|<|10|AI mg/L|||||||||||||||||Mortality|Survival||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|117530|Concurrent control|Not coded|||| CONC/FROM GRAPH//||26.4||25.6||26.8|C||8.6||8.3||9.6|mg/L||8.4||8.3||8.5||493||460||550|umhos/cm|   CONC/FROM GRAPH//|Cowgill,U.M., and D.P. Milazzo|45168|The Response of the Three Brood Ceriodaphnia Test to Fifteen Formulations and Pure Compounds in Common Use|Arch. Environ. Contam. Toxicol.21(1): 35-40|1991|
1026675|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||60||NR||NR|mg/L|||||||||||||||||Total||60||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1.0417||NR||NR|Day(s)|Not reported|NR|35525|Not reported|Not coded|||MIXTURE| ||||21||25|C|||||||NR|||||||||||||NR|   |Dowden,B.F., and H.J. Bennett|915|Toxicity of Selected Chemicals to Certain Animals|J. Water Pollut. Control Fed.37(9): 1308-1316|1965|
1221575|1336216|Ammonium hydroxide|Not reported|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||NR/|>|8/|<|9/|mg/L|||||||||||||||||Total||NR|>|8|<|9|AI mg/L|||||||||||||||||Mortality|Survival||LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Brood or litter|Not reported|NR|117530|Concurrent control|Not coded|||| CONC/FROM GRAPH//||26.4||25.6||26.8|C||8.6||8.3||9.6|mg/L||8.4||8.3||8.5||493||460||550|umhos/cm|   CONC/FROM GRAPH//|Cowgill,U.M., and D.P. Milazzo|45168|The Response of the Three Brood Ceriodaphnia Test to Fifteen Formulations and Pure Compounds in Common Use|Arch. Environ. Contam. Toxicol.21(1): 35-40|1991|
1026677|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||20||NR||NR|mg/L|||||||||||||||||Total||20||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4.1667||NR||NR|Day(s)|Not reported|NR|35525|Not reported|Not coded|||MIXTURE| ||||21||25|C|||||||NR|||||||||||||NR|   |Dowden,B.F., and H.J. Bennett|915|Toxicity of Selected Chemicals to Certain Animals|J. Water Pollut. Control Fed.37(9): 1308-1316|1965|
2037864|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not reported||NR||NR||NR|Gambusia affinis|Western Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Adult||NR||NR||NR|Not reported|Wild||NR||NR||NR|NR|Female|NR|Static|Fresh water|Lab|6|Total||45||NR||NR|ppm|||||||||||||||||Total||45||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|ENDPT/TLM//|LC50/|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Pure|NR|33528|Concurrent control|Not reported|0 ppm / 10 ppm / 18 ppm / 32 ppm / 56 ppm / 100 ppm||TOXICITY SYMPTOMS, TURBIDITY STUDY, EFFLUENT| ||||20||26|C|||||||NR||||8.2||8.8|||||||NR|   |Wallen,I.E., W.C. Greer, and R. Lasater|508|Toxicity to Gambusia affinis of Certain Pure Chemicals in Turbid Waters|Sewage Ind. Wastes29(6): 695-711|1957|
2037864|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not reported||NR||NR||NR|Gambusia affinis|Western Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Adult||NR||NR||NR|Not reported|Wild||NR||NR||NR|NR|Female|NR|Static|Fresh water|Lab|6|Total||37||NR||NR|ppm|||||||||||||||||Total||37||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|ENDPT/TLM//|LC50/|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Pure|NR|33528|Concurrent control|Not reported|0 ppm / 10 ppm / 18 ppm / 32 ppm / 56 ppm / 100 ppm||TOXICITY SYMPTOMS, TURBIDITY STUDY, EFFLUENT| ||||20||26|C|||||||NR||||8.2||8.8|||||||NR|   |Wallen,I.E., W.C. Greer, and R. Lasater|508|Toxicity to Gambusia affinis of Certain Pure Chemicals in Turbid Waters|Sewage Ind. Wastes29(6): 695-711|1957|
2037864|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not reported||NR||NR||NR|Gambusia affinis|Western Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Adult||NR||NR||NR|Not reported|Wild||NR||NR||NR|NR|Female|NR|Static|Fresh water|Lab|6|Total||37||NR||NR|ppm|||||||||||||||||Total||37||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|ENDPT/TLM//|LC50/|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Pure|NR|33528|Concurrent control|Not reported|0 ppm / 10 ppm / 18 ppm / 32 ppm / 56 ppm / 100 ppm||TOXICITY SYMPTOMS, TURBIDITY STUDY, EFFLUENT| ||||20||26|C|||||||NR||||8.2||8.8|||||||NR|   |Wallen,I.E., W.C. Greer, and R. Lasater|508|Toxicity to Gambusia affinis of Certain Pure Chemicals in Turbid Waters|Sewage Ind. Wastes29(6): 695-711|1957|
1200499|1336216|Ammonium hydroxide|Not reported|Not reported|Not coded||28||NR||NR|Channa punctata|Snake-Head Catfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Channidae|Channa|punctata||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Not reported|Fresh water|Lab|NR|Total||47000||NR||NR|ug/L|||||||||||||||||Total||47||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Pure|NR|304456|Concurrent control|Not coded|||| |||||||NR|||||||NR|||||||||||||NR|   |Banerjee,S., and S. Bhattacharya|18229|Histopathological Changes Induced by Chronic Nonlethal Levels of Elsan, Mercury and Ammonia in the Liver of Channa punctatus (Bloch)|J. Environ. Biol.18(2): 141-148|1997|
1008627|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Channa punctata|Snake-Head Catfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Channidae|Channa|punctata||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|16 CM, 35 G|Static|Fresh water|Lab|NR|Unionized||12880*||NR||NR|ug/L|||||||||||||||||Unionized||12.88||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|304456|Insufficient|Not coded|||| |||||||NR|||||||NR|||||||||||||NR|   |Dey,S., and S. Bhattacharya|446|Ovarian Damage to Channa punctatus After Chronic Exposure to Low Concentrations of Elsan, Mercury, and Ammonia|Ecotoxicol. Environ. Saf.17(2): 247-257|1989|
1210511|1336216|Ammonium hydroxide|Not reported|Not reported|Not coded||NR||NR||NR|Pimephales promelas|Fathead Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|promelas||Fish; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|3-4.5 CM|Not reported|Fresh water|Lab|NR|Total||6600||NR||NR|ug/L|||||||||||||||||Total||6.6||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Pure|NR|90988|Not reported|Not coded|||EFFLUENT, MIXTURE, PH EFCT| ||||20||24|C|||||||NR||8.5|||||||||||NR|   |Jenkins,C.R.|19348|A Study of Some Toxic Components in Oil Refinery Effluents|M.S.Thesis, Oklahoma State University, Stillwater, OK:73 p.|1964|
1010347|1336216|Ammonium hydroxide|Not reported|Measured|Not coded||NR||NR||NR|Ictalurus punctatus|Channel Catfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Siluriformes|Ictaluridae|Ictalurus|punctatus||Fish; Standard Test Species|Fingerling||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|33 G|Flow-through|Fresh water|Lab|NR|Unionized||2360/||NR/||NR/|ug/L|||||||||||||||||Unionized||2.36||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|7998|Satisfactory|Not coded|||| CONC/AS N// CONTR/NO MORT// PH/ADJUSTED WITH SODIUM BICAR- BONATE// ||25|||||C||8.3|||||mg/L||/||8.5/||8.9/|||||||NR|   CONC/AS N// CONTR/NO MORT// PH/ADJUSTED WITH SODIUM BICAR- BONATE// |Robinette,H.R.|524|Effects of Selected Sublethal Levels of Ammonia on the Growth of Channel Catfish (Ictalurus punctatus)|Prog. Fish-Cult.38(1): 26-29|1976|
1210512|1336216|Ammonium hydroxide|Not reported|Not reported|Not coded||NR||NR||NR|Pimephales promelas|Fathead Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|promelas||Fish; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|3-4.5 CM|Not reported|Fresh water|Lab|NR|Total||23020||NR||NR|ug/L|||||||||||||||||Total||23.02||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/CALCULATED PERMISSIBLE TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Pure|NR|90988|Not reported|Not coded|||EFFLUENT, MIXTURE, PH EFCT| ||||20||24|C|||||||NR||8.0|||||||||||NR|   |Jenkins,C.R.|19348|A Study of Some Toxic Components in Oil Refinery Effluents|M.S.Thesis, Oklahoma State University, Stillwater, OK:73 p.|1964|
1039116|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Pimephales promelas|Fathead Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|promelas||Fish; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Not reported|Fresh water|Lab|NR|Total||7000||NR||NR|ug/L|||||||||||||||||Total||7||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|90988|Satisfactory|Not coded|||| CONTR/FOLLOWED DOUDOROFF METHODS//|||||||NR|||||||NR||8.2|||||||||||NR|   CONTR/FOLLOWED DOUDOROFF METHODS//|Black,H.H., G.N. McDermott, C. Henderson, W.A. Moore, and H.R. Pahren|2455|Industrial Waste Guide - By-Product Coke|Proceedings of the 11th Industrial Waste Conference, Purdue University41:494-527|1957|
1210510|1336216|Ammonium hydroxide|Not reported|Not reported|Not coded||NR||NR||NR|Pimephales promelas|Fathead Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|promelas||Fish; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|3-4.5 CM|Not reported|Fresh water|Lab|NR|Total||17000||NR||NR|ug/L|||||||||||||||||Total||17||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Pure|NR|90988|Not reported|Not coded|||EFFLUENT, MIXTURE, PH EFCT| ||||20||24|C|||||||NR||8.0|||||||||||NR|   |Jenkins,C.R.|19348|A Study of Some Toxic Components in Oil Refinery Effluents|M.S.Thesis, Oklahoma State University, Stillwater, OK:73 p.|1964|
1210517|1336216|Ammonium hydroxide|Not reported|Not reported|Not coded||NR||NR||NR|Pimephales promelas|Fathead Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|promelas||Fish; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|3-4.5 CM|Not reported|Fresh water|Lab|NR|Total||7050||NR||NR|ug/L|||||||||||||||||Total||7.05||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/CALCULATED PERMISSIBLE TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Pure|NR|90988|Not reported|Not coded|||EFFLUENT, MIXTURE, PH EFCT| ||||20||24|C|||||||NR||8.5|||||||||||NR|   |Jenkins,C.R.|19348|A Study of Some Toxic Components in Oil Refinery Effluents|M.S.Thesis, Oklahoma State University, Stillwater, OK:73 p.|1964|
1074431|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Carassius auratus|Goldfish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Carassius|auratus||Fish; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||17000||NR||NR|ug/L|||||||||||||||||Total||17||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|7957|Insufficient|Not coded|||| TREATED WITH POTASSIUM PERMANGANATE AND TETRACYCLINE/// TWO FISH USED IN TEST//FOLLOWED ORSANCO METHOD// |||||||NR|||||||NR|||||||||||||NR|   TREATED WITH POTASSIUM PERMANGANATE AND TETRACYCLINE/// TWO FISH USED IN TEST//FOLLOWED ORSANCO METHOD// |Jensen,R.A.|5773|A Simplified Bioassay Using Finfish for Estimating Potential Spill Damage|In: Proc. Control of Hazardous Material Spills, Rockville, MD:104-108|1978|
1149906|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Cyprinus carpio|Common Carp|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Cyprinus|carpio||Fish; Standard Test Species; U.S. Invasive Species|Fry|>=|0||NR||NR|Day(s)|Not reported||NC||NC||NC|NC|Not coded|38.0 G|Renewal|Fresh water|Lab|NR|Total||6.9||6.0||7.9|mg/dm3|Unionized||1.64||1.33||2.02|mg/dm3|||||||||Total||6.9||6||7.9|AI mg/L|Unionized||1.64||1.33||2.02|AI mg/L|||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|7962|Concurrent control|Not coded|||| ||12.8||11.3||14.6|C||9.3||9.2||9.4|mg/L||9.1||8.3||9.6|||||||NR|   |Dabrowska,H., and H. Sikora|12711|Acute Toxicity of Ammonia to Common Carp (Cyprinus carpio L.)|Pol. Arch. Hydrobiol.33(1): 121-128|1986|
1149905|1336216|Ammonium hydroxide|Not reported|Unmeasured|Not coded||NR||NR||NR|Cyprinus carpio|Common Carp|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Cyprinus|carpio||Fish; Standard Test Species; U.S. Invasive Species|Fry|>=|0||NR||NR|Day(s)|Not reported||NC||NC||NC|NC|Not coded|34.2 G|Renewal|Fresh water|Lab|NR|Total||7.6||6.8||8.4|mg/dm3|Unionized||1.34||1.05||1.70|mg/dm3|||||||||Total||7.6||6.8||8.4|AI mg/L|Unionized||1.34||1.05||1.7|AI mg/L|||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|7962|Concurrent control|Not coded|||| ||13.0||11.4||14.4|C||9.2||9.0||9.4|mg/L||9.1||8.2||9.6|||||||NR|   |Dabrowska,H., and H. Sikora|12711|Acute Toxicity of Ammonia to Common Carp (Cyprinus carpio L.)|Pol. Arch. Hydrobiol.33(1): 121-128|1986|
1292357|6484522|Nitric acid ammonium salt|Technical grade, technical product, technical formulation|Measured|Not coded||99||NR||NR|Pseudacris regilla|Pacific Chorus Frog|Animalia|Chordata|Vertebrata||Amphibia|Anura|Hylidae|Pseudacris|regilla||Amphibians|Embryo||12||NR||NR|Stage|Not reported||NC||NC||NC|NC|Not coded|JELLY COAT PRESENT|Renewal|Fresh water|Lab|7|Total||41.1||37.1||45.5|mg/L|||||||||||||||||Total||41.1||37.1||45.5|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Pure|AMMONIUM NITRATE|47562|Concurrent control|Not coded||3 REPLICATES|| DNUM/7//DOSES/3.3/6.9/13.3/25.1/50.9/101.2 mg/L//TESTID/3//DOSES/UNIONIZED ALSO REPORTED//OEF/TOXICITY SYMPTOMS////||22|||||C||7.6|||||mg/L||6.7*||6.6*||6.7*||195.7*|||||uS/cm|   DNUM/7//DOSES/3.3/6.9/13.3/25.1/50.9/101.2 mg/L//TESTID/3//DOSES/UNIONIZED ALSO REPORTED//OEF/TOXICITY SYMPTOMS////|Schuytema,G.S., and A.V. Nebeker|56635|Comparative Effects of Ammonium and Nitrate Compounds on Pacific Treefrog and African Clawed Frog Embryos|Arch. Environ. Contam. Toxicol.36(2): 200-206|1999|
1184945|6484522|Nitric acid ammonium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Bufo americanus ssp. americanus|Toad|Animalia|Chordata|Vertebrata||Amphibia|Anura|Bufonidae|Bufo|americanus||Amphibians|Tadpole||25||NR||NR|Stage|Not reported||NC||NC||NC|NC|Not coded|OJIBWAY POND, 16.8 MM|Static|Fresh water|Lab|NR|Total||13600||13210||13960|ug/L|||||||||||||||||Total||13.6||13.21||13.96|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|FERTILIZERS||Concurrent control|Not coded|||TOXICITY SYMPTOMS| |||||||NR|||||||NR|||||||||||||NR|   |Hecnar,S.J.|16378|Acute and Chronic Toxicity of Ammonium Nitrate Fertilizer to Amphibians from Southern Ontario|Environ. Toxicol. Chem.14(12): 2131-2137|1995|
1184946|6484522|Nitric acid ammonium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Pseudacris triseriata ssp. triseriata|Western Chorus Frog|Animalia|Chordata|Vertebrata||Amphibia|Anura|Hylidae|Pseudacris|triseriata||Amphibians|Tadpole||25||NR||NR|Stage|Not reported||NC||NC||NC|NC|Not coded|10.5 MM|Static|Fresh water|Lab|NR|Total||17000||15910||18070|ug/L|||||||||||||||||Total||17||15.91||18.07|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|FERTILIZERS||Concurrent control|Not coded|||TOXICITY SYMPTOMS| |||||||NR|||||||NR|||||||||||||NR|   |Hecnar,S.J.|16378|Acute and Chronic Toxicity of Ammonium Nitrate Fertilizer to Amphibians from Southern Ontario|Environ. Toxicol. Chem.14(12): 2131-2137|1995|
2144503|6484522|Nitric acid ammonium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Pelodytes ibericus|Iberian Parsley Frog|Animalia|Chordata|Vertebrata||Amphibia|Anura|Pelodytidae|Pelodytes|ibericus||Amphibians|Larva||25||NR||NR|Growing season|Wild||NR||NR||NR|NR|Not reported|NR|Static|Fresh water|Lab|2|Total||126.88||NR||NR|mg/L|||||||||||||||||Total||126.88||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|Ammonium nitrate|233781|Concurrent control|Acute|0 mg/L / 0-225 mg/L|6 REPLICATES|RECOVERY| ||20|||||C|||||||NR||||7.2||7.8|||||||NR|   |Garcia-Munoz,E., F. Guerrero, and G. Parra|161356|Larval Escape Behavior in Anuran Amphibians as a Wetland Rapid Pollution Biomarker|Mar. Freshw. Behav. Physiol.44(2): 109-123|2011|
1291925|6484522|Nitric acid ammonium salt|Technical grade, technical product, technical formulation|Measured|Not coded||99||NR||NR|Rana aurora|Northern Red-legged Frog|Animalia|Chordata|Vertebrata||Amphibia|Anura|Ranidae|Rana|aurora||Amphibians|Embryo||NR||11||12|Gosner stage|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|8|Total||71.9||67.1||77.1|mg/L|||||||||||||||||Total||71.9||67.1||77.1|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||16||NR||NR|Day(s)|Pure|AMMONIUM NITRATE|160496|Concurrent control|Not coded||4 REPLICATES|| DNUM/8//DOSES/3.2/6.4/13.2/25.4/52.7/105.5/312.9 mg/L//TESTID/2//||15|||||C||8.7*|||||mg/L||6.8*||||||82.3*|||||uS/cm|   DNUM/8//DOSES/3.2/6.4/13.2/25.4/52.7/105.5/312.9 mg/L//TESTID/2//|Schuytema,G.S., and A.V. Nebeker|84867|Effects of Ammonium Nitrate, Sodium Nitrate, and Urea on Red-Legged Frogs, Pacific Treefrogs, and African Clawed Frogs|Bull. Environ. Contam. Toxicol.63(3): 357-364|1999|
