"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1166302|7440439|Cadmium|Not reported|Unmeasured|Not coded||NR||NR||NR|Callinectes sapidus|Blue Crab|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Portunidae|Callinectes|sapidus||Crustaceans; Standard Test Species|Juvenile||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Not reported|Fresh water|Lab|NR|Formulation||19000||NR||NR|ug/L|||||||||||||||||Formulation||19||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||14||NR||NR|Day(s)|Not reported|NR|6763|Not reported|Not coded|||SALINITY| |||||||NR|||||||NR|||||||||||||NR|   |Guerin,J.L., and W.B. Stickle|14732|The Effects of Cadmium on the Survival and Bioenergetics of Juvenile Blue Crabs (Callinectes sapidus) at Different Salinities|Am. Zool.31(5): 113A|1991|
1143969|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Gammarus pulex|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|pulex||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|8-12 MM|Flow-through|Fresh water|Lab|NR|Total||30||NR||NR|ug/L|||||||||||||||||Total||0.03||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TIME RESPONSE////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|52641|Concurrent control|Not coded|||LT50| ||12|||||C|>|96|||||%||7.7||||||||216||488|umhos/cm|   |Williams,K.A., D.W.J. Green, and D. Pascoe|12041|Studies on the Acute Toxicity of Pollutants to Freshwater Macroinvertebrates. 1. Cadmium|Arch. Hydrobiol.102(4): 461-471|1985|
1134305|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||62||56||68|ug/L|||||||||||||||||Total||0.062||0.056||0.068|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|C RST|35525|Satisfactory|Not coded||COMPLETE DILUTION WATER PROFILE GIVEN|FREE ION LC50 RPTD| CONTR/3 % MORT//TYPE/RECIRCULATING//||20|||||C||||7.5||9.0|mg/L||7.5||7.3||7.8|||||||NR|   CONTR/3 % MORT//TYPE/RECIRCULATING//|Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1136520|7440439|Cadmium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||118||89||155|ug/L|||||||||||||||||Total||0.118||0.089||0.155|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Satisfactory|Not coded|||CULTURING METHODOLOGY, EFFLUENT TEST RESULTS RPTD| |||||||NR|||||||NR||||7.2||7.4|||||||NR|   |Mount,D.I., and T.J. Norberg|11181|A Seven-Day Life-Cycle Cladoceran Toxicity Test|Environ. Toxicol. Chem.3(3): 425-434|1984|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||140.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.14||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||7.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.007||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||10||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||6.2/||NR/||NR/|ug/L|||||||||||||||||Total||0.0062||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||12||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||17.5/||NR/||NR/|ug/L|||||||||||||||||Total||0.0175||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||25.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.025||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||14.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.014||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||5||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||5.8/||NR/||NR/|ug/L|||||||||||||||||Total||0.0058||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||13||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||9.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.009||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||7||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||45.0||NR||NR|ug/L|||||||||||||||||Total||0.045||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS| ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|   |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||12.0/||NR/||NR/|ug/L|||||||||||||||||Total||0.012||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||6||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||7.6/||NR/||NR/|ug/L|||||||||||||||||Total||0.0076||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||9||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||6.5/||NR/||NR/|ug/L|||||||||||||||||Total||0.0065||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||11||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||5.6/||NR/||NR/|ug/L|||||||||||||||||Total||0.0056||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||14||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
2147941|7440439|Cadmium|Not reported|Measured|Not reported||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|4 TO 6 MM BODY LENGTH|Renewal|Fresh water|Lab|7|Total||8.3/||NR/||NR/|ug/L|||||||||||||||||Total||0.0083||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||8||NR||NR|Day(s)|Not reported|NR|294128|Concurrent control|Acute|0 ug/L / 5.4 ug/L / 12.4 ug/L / 65 ug/L / 74 ug/L / 296 ug/L / 551 ug/L|5 REPLICATES|TOXICITY SYMPTOMS|CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// ||22|||||C|>|70|||||% Sat||7.58||||||315.1|||||uS/cm|  CONC1/EXTRAPOLATED FROM TIME RESPONSE AND CONCENTRATION RESPONSE CURVES// |Shuhaimi-Othman,M., and D. Pascoe|169735|Acute Toxicity of Copper, Zinc and Cadmium to the Freshwater Amphipod Hyalella azteca|Malays. Appl. Biol.30:1-8|2001|
1151998|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Gammarus lacustris|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|lacustris||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Flow-through|Fresh water|Lab|NR|Total||40.1||NR||NR|ug/L|||||||||||||||||Total||0.0401||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|52639|Satisfactory|Not coded||DILUTION WATER CHEM PARAMETERS RPTD|MODELING,MIXTURE| |||||||NR|||||||NR|||||||||||||NR|   |De March,B.G.E.|13058|Acute Toxicity of Binary Mixtures of Five Cations (Cu2+, Cd2+, Zn2+, Mg2+, and K+) to the Freshwater Amphipod Gammarus lacustris (Sars):  Alternative Descriptive Models|Can. J. Fish. Aquat. Sci.45(4): 625-633|1988|
1143970|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Gammarus pulex|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|pulex||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|8-12 MM|Flow-through|Fresh water|Lab|NR|Total||20||NR||NR|ug/L|||||||||||||||||Total||0.02||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/CONC RESPONSE////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|NR|52641|Concurrent control|Not coded|||LT50| ||12|||||C|>|96|||||%||7.7||||||||216||488|umhos/cm|   |Williams,K.A., D.W.J. Green, and D. Pascoe|12041|Studies on the Acute Toxicity of Pollutants to Freshwater Macroinvertebrates. 1. Cadmium|Arch. Hydrobiol.102(4): 461-471|1985|
